x_val,nn
0.0,1.0
0.006535947712418301,0.9803921568627451
0.0392156862745098,0.9607843137254902
0.0457516339869281,0.954248366013072
0.05228758169934641,0.9477124183006536
0.058823529411764705,0.9411764705882353
0.0915032679738562,0.9084967320261438
0.09803921568627451,0.8954248366013072
0.10457516339869281,0.8627450980392157
0.1111111111111111,0.7320261437908496
0.1503267973856209,0.6339869281045751
0.1568627450980392,0.6274509803921569
0.16339869281045752,0.6274509803921569
0.16993464052287582,0.5947712418300654
0.22875816993464052,0.5620915032679739
0.23529411764705882,0.5555555555555556
0.24183006535947713,0.5490196078431373
0.24836601307189543,0.47058823529411764
0.2549019607843137,0.22875816993464052
0.45098039215686275,0.22875816993464052
0.5032679738562091,0.1830065359477124
0.5042679738562091,0.0
1.0,0.0
